umap_n_neighbors,umap_n_components,umap_min_dist,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,status,note
5,5,0.25,200,30.0,eom,0.0,17,0.62479763832016,19683,358,943,1361,0.0432022347078056,0.1247817668158588,2.686871380841915,0.6879770180617719,ok,
5,5,0.25,225,,eom,0.0,8,0.7347236771101165,23146,476,426,3218,0.1021490016823794,0.1940450115861981,1.7162873271879917,0.5634625273783449,ok,
5,5,0.25,225,10.0,eom,0.0,19,0.6034980795479795,19012,368,250,1373,0.0435831508110338,0.1173539028029076,2.825518668902454,0.7090715169983811,ok,
5,5,0.25,225,30.0,eom,0.0,15,0.5995619464812875,18888,358,943,2529,0.0802780687553566,0.1656350188870901,2.495987655884777,0.6629209916515888,ok,
5,5,0.25,250,,eom,0.0,7,0.7273275561057677,22913,485,410,3129,0.0993238739167698,0.2151541123067644,1.6384521204522555,0.5556404151985525,ok,
5,5,0.25,250,10.0,eom,0.0,19,0.6034980795479795,19012,368,250,1373,0.0435831508110338,0.1173539028029076,2.825518668902454,0.7090715169983811,ok,
5,5,0.25,250,30.0,eom,0.0,15,0.5995619464812875,18888,358,943,2529,0.0802780687553566,0.1656350188870901,2.495987655884777,0.6629209916515888,ok,
5,5,0.25,300,,eom,0.0,6,0.7520236167984001,23691,456,396,3002,0.0952925118242707,0.2048058915023966,1.5189839870790842,0.5448439831127194,ok,
5,5,0.25,300,10.0,eom,0.0,18,0.6114338316985684,19262,368,1008,1373,0.0435831508110338,0.1173539028029076,2.7831261063462374,0.7000241246865379,ok,
5,5,0.25,300,30.0,eom,0.0,12,0.6131162111544932,19315,358,943,2529,0.0802780687553566,0.1782052502936228,2.3267370757631527,0.6363406659683206,ok,
5,10,0.0,50,,eom,0.0,78,0.3580928800431704,11281,51,54,2984,0.0947211376694283,0.200107926229248,3.636360516454952,0.8241342094403707,ok,
5,10,0.0,50,10.0,eom,0.0,141,0.3836142589594641,12085,54,51,926,0.029394025965781,0.071739199441323,4.670513980606186,0.8617496746341617,ok,
5,10,0.0,50,30.0,eom,0.0,109,0.427197409770498,13458,51,54,1118,0.0354886836174332,0.0913563787575786,4.316472479386863,0.8429228962321049,ok,
